SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss
145,SOPZHFK12A8C135493,198434,Sleep Through The Static,ARC8CQZ1187B98DECA,Jack Johnson,236.19873,0,1,241.818,4,0.359,Adrift,2008,0.737850332
146,SOEKBBG12AB017E5D7,500031,Tribute to the Grand Ole Opry - Vol. 2,ARUVPZF1187FB4880D,Charlie Louvin,138.55302,6,0.058,130.231,4,0,See The Big Man Cry,0,0.426646585
147,SOURKHT12A58A7F3E6,141505,Start The Car,ARXFWVC1187B98ED6,Jude Cole,327.26159,10,0.6,159.673,4,0.233,Tell The Truth (Album Version),0,0.442234595
148,SOHWRNV12A58A78E24,509775,Todos Cantamos Con Maria Elena,ARFILWJ1187B9ADDBF,Mar\xc3\xada Elena Walsh,156.83873,7,0.027,104.272,4,0.105,La Calle Del Gato Que Pesca,0,0
149,SOKEGNC12A6D4FB54C,64174,Elektra,AR0CWOB1187B99FA08,Christophe Beck,91.21914,8,0.053,131.487,4,0.016,Main Title,2002,0.212045405
150,SOSJRCR12A58A7BEC0,514720,Primera Toma,ARGYPFI1187FB3D997,La 5A Estacion,131.3171,7,0.829,100.266,4,1,Contigo Si,0,0.270775999
151,SOXSURB12AB0184FBC,632572,Dance Vol. 2,ARM9Q581187B98E984,Kinky,306.05016,11,0.01,124.995,4,1,"bDont Speak""""",0,0
152,SOKIZGL12AB018342D,404997,"bPablo Honey (Collectors Edition)""""",ARH6W4X1187B99274F,Radiohead,204.06812,4,0.234,111.629,3,1,You (Demo),2009,0.545937381
153,SOGZMUF12A67ADAE79,66510,Alien Road,ARMDE3V1187FB3EEF,The Last Days Of Jesus,292.57098,4,0.201,145.185,4,0.118,Death Song,2004,0.526759453
154,SORUYQB12A81357343,178957,Towards The Wind,ARN3O411187FB4D859,Stephan Micus,336.09098,3,0.406,85.816,1,1,Virgen De La Nieve - 14-String Guitar Solo,2002,0.323112121
155,SOFGXQV12A8C13C842,266901,The American,AR4TLW81187B99683D,Martin Sexton,244.4273,4,0.76,86.805,1,0.307,My Maria (LP Version),1998,0.466304831
156,SOZDLOG12A58A7D3BD,149958,Cross Currents,ARIG6O41187B988BDD,Richard Souther,273.05751,0,1,88.796,4,0.693,Cross Currents,0,0.334706549
157,SOYSKFE12A8C143AF3,430805,Rum & Coke,ARXK4YK1187FB4D0C4,Dub Pistols feat. TK & Ashley Slater,328.48934,0,0.355,111.997,4,0.733,Everyday Stranger,2009,0.519448581
158,SODWYJZ12AB018240F,491293,Alternative Summer 2009,ARSG7NQ1187FB57482,Fall Out Boy,214.33424,2,0.439,160.109,4,0.47,"bAmericas Suitehearts""""",2008,0.787620404
159,SOQSVRE12A8C13A31C,105872,Everything!,ARYS9L21187FB367E4,Tones On Tail,387.16036,2,0.616,95.425,4,0.768,Burning Skies,1987,0.718950559
160,SONPLJV12AB0182571,335910,Welcome Back,ARY4M3J1187B9AC94C,John Sebastian,276.45342,0,0.662,101.971,5,0.675,One Step Forward_ Two Steps Back,1976,0
161,SORIWKL12AC4689A11,791327,Strong,ARWQ3M31187FB4CF01,ARRESTED DEVELOPMENT,338.96444,11,0.704,97.955,5,1,Greener,0,0.511424326
162,SOCKTEZ12A8C14553D,707901,The Chocolate King,AREWYHV1241B9C696D,Dictafone,254.17098,0,0.53,129.983,4,0.742,Shrinking,0,0.215080319
163,SOLZCZD12A8C13833,158479,Tierra De Hevia,ARVUQIC1187B9A7C66,Hevia,331.88526,5,0.125,124.006,4,0.966,Ba\xc3\xb1os De Budapest (Extended Remix),2005,0
164,SOLQVLD12A58A7610,340651,Welcome The Night,ARPKK761187FB4D53C,The Ataris,222.9024,11,0.441,174.468,4,0.792,Secret Handshakes,2006,0.683462009
165,SOFQOAR12AC4688316,778229,Caf\xc3\xa9 Solaire 11-Download Edition,AR5IDI61187FB43E75,Bloomfield,353.69751,1,0.287,179.976,4,0,Boulevard St. Germain,2006,0.660381133
166,SODGNNL12A8C13D3E3,226687,"bHey! Theyre Just Jokes!""""",ARJ6WGW1187B9913E,Willie Barcena,163.76118,8,0.047,72.188,5,0.654,Love & Romance,0,0.340922756
167,SOKKZIB12A8C13F5D,269267,No borders,ARL47TY11C8A416938,Time Factory,244.45342,9,0.393,160.017,4,0.615,Seize the day,0,0
168,SOUZOPT12A58A79B94,581079,Cover the Earth,AR00A6H1187FB5402A,The Meatmen,170.4224,1,0.62,130.164,5,0.614,Bad Reputation (Originally Performed by Thin Lizzy),0,0
169,SOIDSSZ12A8C142A76,614814,NOW Dance Anthems,AROWNZP1187FB3C028,Black Box,272.14322,9,0.783,118.834,4,0.874,Ride On Time (Original Version),0,0.212045405
170,SOCVTCQ12AB01848FC,22419,Play Me: The Complete Uni Studio Recordings...Plus!,AR40GSU1187FB3AA01,Neil Diamond,194.40281,0,0.958,164.359,4,0.136,Song Sung Blue,1972,0.738191737
171,SONNYOP12A8AE45715,234342,Narrow Stairs,ARSPUJF1187B9A14B8,Death Cab for Cutie,119.40526,7,0.632,101.306,3,0.69,You Can Do Better Than Me (Album Version),2008,0.726863701
172,SOQLWVI12A6D4F465F,25971,Cricklewood Green,AR8SRQ31187FB4D477,Ten Years After,145.00526,11,0.707,106.145,1,0,Year 3_000 Blues (2002 Digital Remaster),1970,0.270775999
173,SOZXKFE12A6D4F71FC,29319,Ultra-Lounge / Bossa Novaville Volume Fourteen,AR6742W1187B989AA9,Joe Graves & The Diggers,261.32853,0,0.626,88.947,4,0.566,Witchcraft (1997 Digital Remaster),0,0.425304242
174,SODSFSH12A8C13EDFE,223469,Humungousfungusamongus,ARTPCQ41187B9AB42C,Adrenalin O.D.,142.65424,0,0.517,106.002,4,0.396,Anarchy in the UK (Sex Pistols) (Bonus Track),1986,0
175,SOKPWEP12A8C137A4,98397,The North Side Benches,ARXRVY51187B99E98E,Jim Bryson,276.21832,5,0.468,97.431,4,0,Fleetwood,0,0.229144104
176,SOGOVUN12A8AE46B43,289148,Bandwagonesque,ARHPPJK1187B9AC897,Teenage Fanclu,274.70322,6,0.577,116.239,4,0.408,"bI Dont Know""""",1991,0.605246229
177,SOJMRUS12A8C13693A,291752,The Missing,ARBM57Q1187B9AF97C,James Horner,203.54567,11,0.149,95.543,1,0.679,Rescue And Breakout,2003,0.365143804
178,SODEAZT12A8C135EA2,263217,Vargstenen,ARVJ6541187B9A4C3E,M\xc3\xa5negarm,264.6722,10,0.273,147.91,1,0,Ur Sj\xc3\xa4lslig D\xc3\xb6d,2007,0.653783204
179,SOPKWZP12A6D4F7DAF,143812,Harder . . . Faster,ARFKYG51187FB4CE41,April Wine,200.9073,4,0.152,127.463,4,0.64,Babes In Arms,1979,0.604128453
180,SOCHJTF12AB01829CE,641414,Christmas Country,ARL3X871187B996C0C,Lacy J. Dalton,186.8273,1,1,96.616,4,0.294,Silver Bells,0,0
181,SOGRCIP12A8C1347C0,286324,I Am The Greatest!,AR9K6SJ1187B989A32,Cassius Clay,246.96118,9,0.088,97.065,1,0.599,Round 7:  2138,0,0.220966549
182,SOYTUNS12A8C134C16,289807,Greatest Hits,ARKSZW81187B9B695D,Mariah Carey,301.19138,5,0.573,95.929,4,1,Honey,1997,0.679077296
183,SOBMGUW12A8AE4726A,234871,Wild & Wicked,ARSPQ0H1187B999944,Eric Burdon,168.30649,11,0.576,149.527,4,0.177,Cum,0,0.327736683
184,SOVVGSH12A8C14085F,219488,"bBrazil Classics 7: Whats Happening in Pernambuco_ New Sounds of the Brazilian Northeast""""",AR0GGKI1187FB391D5,Eddie,243.17342,8,0.042,160.089,4,0.484,Pode Me Chamar,2007,0.657733045
185,SOGVDLQ12A58A7E3C5,258315,"bAint It Beautiful""""",ARWC3XN1187B9A8D82,ZO2,346.51383,7,0.18,88.344,5,0.307,"bComin Home""""",2007,0.265861049
186,SOAWLLC12AB01893BC,517497,Ascension To Tibet,AR0GB821187B99FE96,Dean Evenson,203.93751,2,0.751,98.442,4,0.672,Gateway,0,0.405115722
187,SOYTIWN12A6D4FBA37,555842,Call My Name,ARMHR011187B9A62B5,Joe Bataan,311.19628,10,0.613,87.467,1,0,Ernestine,2005,0.427446571
188,SORWORW12A6D4FBBE2,63206,Colecci\xc3\xb3n Diamante,ARWX7AO1187B9B91AA,Jose Luis Perales,191.21587,6,0.372,136.478,4,0,No Soy Uno M\xc3\xa1s,2008,0
189,SOURXDF12AB0180C6C,507337,Coleccion de Oro,ARLAWDD1187FB48367,Carlos Vives,112.90077,9,0.19,132.358,1,0,Cancion De Amor Eterno,2000,0.327736683
190,SOMDWZC12A8C13A065,155721,Southern Convention Songs,ARBB58Y1187B9B621,Bill & Gloria Gaither,194.82077,1,0.365,42.797,4,0,"bIll Meet You By The River (Southern Convention Songs Version)""""",0,0.296078228
191,SOCUSAL12AB0182310,345918,"bTwo In One - A Singin Safari/Safari Swings Again""""",ARQQP3Z1187FB5707,Bert Kaempfert,201.42975,5,0.744,161.804,4,0.73,Sugar Bush,1997,0
192,SOZPUVL12AB0188069,675993,Perdition Diaries,ARM63WJ1187B9951EA,Autumnblaze,277.75955,2,0.396,159.886,4,0,Haughtiness And Puerile Dreams,2009,0.419125893
193,SOKRYXD12AC9075904,739931,Des vies,ARKEBNJ126E2B3BF7E,Th\xc3\xa9ophil,213.9424,5,0.404,77.827,4,0.633,Anti fashion victime,0,0
194,SODZSJG12A6D4F87AF,34757,Les Ann\xc3\xa9es Chansons,ARJIE2Y1187B994AB7,Line Renaud,157.93587,7,0.284,121.852,4,0.576,Mambo Bacan,1994,0
195,SODVLYP12A6D4FCCA3,272465,Francisco Forro Y Frevo,AR06EHB1187FB42914,Chico Cesar,238.23628,4,0.349,163.99,4,0.638,Feriado,2008,0.299877488
196,SODKOLK12A6D4FB6B1,60341,Anthology,ARLDW2Y1187B9B544F,Tommy James And The Shondells,136.12363,10,0.095,142.963,4,0,"bGettin Together""""",1989,0.657161336
197,SOZQCOR12A8151D3FC,178917,"bHals Bells""""",ARZ0SAE1187FB46680,Hal Russell,397.16526,8,0.34,126.71,4,0.421,For Free,0,0
198,SORVMCT12A6D4FA8F7,54099,Safari Beach (Tucasa Micasa),ARQVLQJ1187B98F11F,Mau Mau,232.12363,2,0.46,89.672,1,0.976,Gamble Calypso,2000,0
199,SOPKVPX12A8C13868F,157345,...Taka Plyta,ARXQZPD122988F57B8,Molesta Ewenement,269.37424,10,0.426,185.592,3,0,To My_ Niechciani,0,0.536612583
200,SOPRTNI12AC4688294,696951,At Your Own Risk,ARRQWQW1187FB49844,King Tee,153.57342,2,0.166,108.301,4,1,King Tee Production,0,0
201,SOKEHTJ12A8C13DFB0,112768,I Love To Tell The Story,ARKC83D1187B9AB367,Mark Lowry,261.82485,0,0.394,106.549,3,0.069,Blessed Assurance (I Love To Tell The Story Album Version),0,0
202,SOWNKOB12A6310E331,1224,Strange Cargo III,ARZS5VW1187FB567E8,William Orbit,339.80036,8,0.565,152.084,3,0.292,Deus Ex Machina,1993,0.450762242
203,SOLFCRY12A8C13F38F,656735,An Introduction To Chico Hamilton Vol 3,ARBE5BJ1187B98BCFD,Chico Hamilton Quintet,316.73424,7,0.383,165.476,4,0.108,Skinned Strings,0,0
204,SOTGKDD12AC9072C18,738260,Chill House Planet_ Vol. 4,ARY6TWP1187FB58A0D,Save As,337.81506,6,0.057,125.032,4,0.582,House Music,0,0
205,SOCPUJD12AC468AD40,791247,Viaxe Por Urticaria,ARYQQY31187B9ABBE1,Berrog\xc3\xbcetto,115.17342,2,0.759,105.101,5,0.971,Lusco,0,0.266955186
206,SOAUQNX12AB017B7CF,435899,The Burial Plot Bidding War,ARCP94M1187B9B0F56,Every Time I Die,215.43138,10,0.208,187.401,4,0.025,Your Touch Versus Death,2000,0.529730607
207,SORGIYZ12AAF3B3528,617497,The Twilight Saga: New Moon Original Motion Picture Soundtrack,ARVG4OK1187B9B6BD3,The Killers,213.96853,11,0.614,86.958,4,0.343,A White Demon Love Song (Soundtrack Album Version),0,0.523796347
208,SOWCTVQ12A8C134C64,150174,Strays,ARQOATR1187B9AE959,"bJanes Addiction""""",229.61587,7,0.034,92.099,4,0.855,True Nature,2003,0.630187627
209,SOBBZZS12AB018EC5C,584878,Slipknot 10th Anniversary Edition,AR0KBXO1187B996460,Slipknot,154.27873,7,0.649,178.427,4,0,Wait And Bleed [Demo],0,0.522733261
210,SONCELS12A58A7D2A7,20137,B-Sides & Rarities,ARXSABJ1187FB3C336,Deftones,334.75873,11,0.006,166.03,4,0,No Ordinary Love (Remastered LP Version),2005,0.658851938
211,SOPMUGB12A8C13833E,158479,Tierra De Hevia,ARVUQIC1187B9A7C66,Hevia,258.89914,3,0.479,124.998,4,0.225,Tirador (Carlos Jean Remix),2005,0
212,SOHNTED12A6702067E,13727,Disconnection Notice,AR8ZQ9T1187FB56FE5,Goldfinger,174.31465,5,0,86.778,3,0.811,Ocean Size (Album Version),0,0.551921515
213,SOAERUU12A8C13F302,521416,Unintended,ARR3ONV1187B9A2F59,Muse,312.05832,9,0.692,103.995,4,0,Falling Down [Live Acoustic],0,0.539539783
214,SOTRVGJ12AB0183B60,630254,Oui-oui et le cadeau surprise,ARK8F3K1187FB4F002,Oui Oui,174.15791,2,0.239,125.093,4,1,La danse des petits amis,0,0
215,SOJCRRD12A58A7D438,511939,Historias,ARLUF1T1187FB3603,Ricardo Arjona,403.25179,6,0.43,143.676,4,0.473,Ayudame Freud,0,0.640370665
216,SOBYKBT12AC468C7EF,781518,World Music From Hungary 2.,ARLZ0521187B98B2E3,Muzsikas,351.50322,9,0.465,98.246,1,0.149,B\xc3\xa9k\xc3\xa1si t\xc3\xa1ncdallamok,0,0
217,SOVDTAZ12A8BED7491,237206,Horse Feathers / Animal Crackers,ARCII0J1187FB3A1B4,The Marx Brothers,188.3424,2,0.657,157.932,4,0.483,"bIm Against It/Horse Feathers""""",0,0.396289123
218,SOCNYWR12A8C135FA6,284466,Santa Maria,AR1N6N61187FB4E25E,Mongo Santamaria,229.51138,0,0.581,119.336,4,0.115,Boogaloo Wow,0,0.265861049
219,SOOVLKO12A58A7F7BA,185936,Listen,ARYJ6RP1187B9B3827,Cindy Morgan,101.58975,2,0.633,71.478,7,1,Will You Be There? (Live Version),0,0.297577153
220,SOBTCVH12AC468BF22,599426,Remembering The Happy Goodmans,ARR575U1187B98FB97,The Perrys,109.81832,10,1,120.047,4,1,When They Ring The Bells Of Heaven,0,0
221,SOXBVUJ12A8C13CB38,109026,"bI Cant Stop Dancing""""",ARVQZNK11E2835CDAC,Archie Bell and The Drells,193.95873,6,0.827,100.922,4,0.364,"bIve Been Trying""""",2004,0
222,SOLISXB12A6D4FB3B6,60420,A History,ARMR44C1187FB433D2,Penguin Caf\xc3\xa9 Orchestra,293.72036,2,0.396,124.513,3,0.793,Southern Jukebox Music (Live) (2001 Digital Remaster),0,0
223,SOBZRVN12A6D4FBB17,64577,Genesis And Jo,ARLQ5EV1187FB4491D,Don Francisco,266.52689,7,0.883,98.8,5,0.573,"bJos Defiance""""",0,0
224,SOUCCAM12AB0181444,328275,Vibes,ARNVH8S1187FB52F86,Heavy D,206.99383,5,0.024,40.027,1,0,Chasing Windmills,2008,0.270454979
225,SOJHGZJ12AB0187E31,795316,Beenie Man - EP,ARVUN5F1187FB4CCC7,Beenie Man,179.51302,6,0.668,98.071,4,1,Bad Man Story,0,0.301681757
226,SODJEJR12AB018A460,809638,F\xc3\xbcr Dich Immer Noch Fanta Sie,ARMD6JB1187FB3B0E7,Die Fantastischen Vier,316.55138,10,0,95.863,4,0.932,Was wollen wir noch mehr?,2010,0.600471581
227,SOWEEDF12A58A765D9,383446,Perfection R.I.P.,ARN4IYF1187FB49D76,Pagan Wanderer Lu,131.44771,2,0.553,108.829,5,0.052,(eskomolto),0,0
228,SOYIDUQ12A8C136E86,198644,Killer Blanks,ARPBOCU11F50C4B49,Blanks77,121.02485,7,0.161,148.264,1,0,Final Solution,0,0.299877488
229,SOKINCY12A6D4FB7CD,226776,I Heard They Suck Live!,AR06EB01187FB40150,NOFX,135.52281,1,0.22,191.063,4,0,Linoleum (live),0,0.413739836
230,SOVBQWR12A8C137843,291956,Copacabana,ARJIE2Y1187B994AB7,Line Renaud,140.56444,4,0.232,100.869,3,0.926,"bIl NEtait Pas Sentimental""""",0,0
231,SONVBPG12A8C13F8A4,793450,1st. Round Darft Pick,ARGBGC71187FB3DD0,DJ Nasty,221.09995,6,0.054,149.984,4,1,Child Support,0,0
232,SOJZKQG12A8C131DDC,140708,The Naked Dutch Painter And Other Songs,ARGC7FQ1187FB409CC,Stew,569.20771,3,0.05,96.598,7,0.667,The Drug Suite,2002,0
233,SOKEGBU12AB017FA3E,744095,Portals,ARVXKTV1187FB44139,Arsonists Get All The Girls,218.48771,7,0.202,166.409,3,0.581,Skiff For The Suits,2009,0.755068277
234,SOCJPJT12AB017EAA7,338629,Diz que fui por a\xc3\xad,ARJJPQP1241B9CA062,Gabriel Grossi,179.01669,7,0.332,200.249,1,0,Rebuli\xc3\xa7o,0,0
235,SOVEIDU12AC9097A10,738782,Maintaining My Cool,ARLLRL61187B9B6698,The Sonics,108.14649,7,0.42,154.246,1,0,On The Road Again,1967,0.471578248
236,SOYPBQN12AB018BE82,804186,MASIF HARD DANCE ICONS 003: LISA LASHES,ARNLHY61187FB3A0C0,Organ Donors,368.22159,5,0.18,146.01,4,0.658,Tranceplant,0,0.266955186
237,SONBEKD12AB01894DC,752698,Music For Relief Download To Donate For Haiti,ARC8CQZ1187B98DECA,Jack Johnson,157.07383,9,0.649,141.257,4,0.363,Times Like These [Live From Red Rocks],0,0.510192731
238,SOFNWZV12A8C144495,614711,The Atlanta Years,ARPISA41187FB3DE42,Humble Pie,974.99383,0,0.414,126.83,4,0.457,Rude!/Drum Solo,0,0
239,SOHDREN12A6D4F89EC,46489,The Excello Singles Anthology,ARPEUYM1187FB4A97A,Slim Harpo,153.67791,10,0.719,93.77,1,0,"bI Love The Life Im Living""""",1993,0
240,SOTNVHX12A8AE45CE9,279664,Int\xc3\xa9grale 81-91,AR7GOK91187FB455F5,Jean-Jacques Goldman,558.44526,0,0.358,139.286,1,0,"Medley : Traces"" (Live)""",0,0
241,SOCSIII12AB0183D7F,508143,Tesoros De Colecci\xc3\xb3n,ARQHLIO1187B98AA6A,Jay P\xc3\xa9rez,181.62893,9,0.438,102.155,4,0.373,Mi Lindo Amor,0,0
242,SORATLR12AAF3B3E19,322686,Beautiful House,ARR035B1187B99EF11,Leeroy Stagger,304.22159,5,0.691,75.487,4,0.305,House Of Sin,2005,0
243,SOJKIPU12A8C137B47,99422,Aspirations,ARS2KW51187B9B556E,X (Australia),90.8273,5,0.377,63.641,4,0,It Must Be Me,0,0.265861049
244,SOKHQEF12AB0183CF6,401060,Mr. Brooks...A Better Tomorrow,ARJ5FD21187FB43F12,Mavado,184.76363,2,0.57,127.937,4,0.112,In Di Car Back (Album Version),0,0.469712431
245,SOPHDZJ12A6D4F95CD,45348,Le Bordel Magnifique,ARZBYDY1187FB46DD7,Cali,328.14975,0,0.374,99.993,5,0.89,Il Y A Une Question (Live),2006,0.265861049
246,SOZAVJO12A8C144B05,316281,"bMonkeys For Nothin And The Chimps For Free""""",ARZJ4MI1187B9AF5AF,Reel Big Fish,253.09995,2,0.213,165.552,4,0,Cannibal (Dance Mix),2007,0.407233015
247,SOLCCPG12AB017C6AF,440190,Voices Of Americana: The Cate Brothers,ARZDYBC1187B9A3142,The Cate Brothers,150.17751,5,0.903,112.522,4,0.787,"bLets Start All Over""""",0,0.247689704
248,SOZXTKD12A8C13FC43,240656,Calculating Infinity,ARMAC4T1187FB3FA4C,The Dillinger Escape Plan,144.01261,9,0.28,71.707,5,0.38,Sugar Coated Sour,1999,0.652097591
249,SOLNWPG12A8C13B98E,93013,Purple Haze,ARMB95F1187B9B5B93,"bCamRon""""",231.94077,4,0.091,161.739,4,0.342,Bubble Music,2004,0.515963631
250,SOIULKI12A58A7D8CD,263344,One Up,AR6EVQA1187B9AA1DF,Cocoa Tea,243.17342,11,0.144,110.706,5,0.992,Getting Closer,1993,0.424090811
251,SOOWJBD12A8C139450,209913,Best of 1991-2001 Hidden Harvest,AR82GTS1187FB5662F,Mary Black,245.73342,7,0.528,120.172,4,0.905,Flesh And Blood,1993,0.427446571
252,SOXNYWA12AB01877E8,800719,Djekpa la you,AR9YI7H1187B9960E3,Dobet Gnahor\xc3\xa9,251.79383,2,0.292,108.153,4,0.74,Evigne,2010,0.48456253
253,SOYXZSW12A3F1EA417,367968,Close To The Edge,ARYIQQN1187FB55196,Blessid Union Of Souls,238.94159,7,0.733,155.982,4,0,Healing,0,0.334706549
254,SOEPXYF12AB01821CA,505179,Harry Potter And The Half-Blood Prince - Original Soundtrack,ARR46IW1187FB51C2E,Nicholas Hooper,77.60934,8,0.716,155.659,4,0,"Of Love & War (Harry Potter & The Half-Blood Prince"")""",0,0.578274893
255,SOMZIHP12AC9E12A87,290113,Masquerade,ARRJ3UC1187FB579D7,Wyclef Jean,7.13098,1,0,195.208,5,0,Midnight Lovers,2002,0
256,SOMOFTZ12AB0182A54,466366,V2,AR7S6JV11A348F0C69,Vuneny,263.41832,8,0.06,133.297,3,0.411,Curse Of Sound (Dub Mix),2006,0.340922756
257,SOJZHQO12AB0184E36,789523,66 Mozart Masterpieces,ARWTFKF1241B9C68DC,Vienna Concert House Orchestra_ Wiener S\xc3\xa4ngerknaben_ Ferdinand Grossmann,178.65098,2,0.534,41.634,1,0,Requiem Mass in D Minor_ K. 626: VIII. Lacrimosa dies illae,0,0
258,SOURCQF12A6D4F6F04,27497,Broken,ARVMFE61187B992463,Darwin Hobbs,212.50567,11,0.073,103.003,4,1,Praz Him (Broken Album Version),2003,0
259,SOKFFSS12A8C1316E3,87624,Calavera,ARVZWQ31187B9B8946,Abner Burnette,425.37751,0,0.673,90.92,4,1,"bThe Kids Last Night (heaven is in the mountain)""""",0,0.63364721
260,SOUDXDX12AB018B942,770850,Los Jaig\xc3\xbcey,ARHHEXT1269FCCF474,Los Jaig\xc3\xbcey,293.92934,0,0.719,121.996,4,0.655,Confiar Es Perder,0,0
261,SOQAZYX12AB0182724,504863,Disarming Violence,AR0O3AV1187FB4D030,Agnostic Front,158.32771,4,0.288,87.872,1,0,Separate Ways,2002,0.425278331
262,SOIUJNU12A6D4FB62D,47846,EMI Comedy - Mel Blanc,AR8IXB41187B9A4EED,Mel Blanc,912.97914,8,0,70.608,1,0.61,Playing James Mason,0,0.265861049
263,SOMGJCG12A8C135211,252672,La Nueva Mezcla 2,ARZ5LST1187FB5BF3D,Fulanito,247.14404,10,0.57,126.855,4,0,Lado A Lado (Bomba Carnaval Mix),0,0
264,SOIXZBS12A8C13DAF,114404,The big baus of the nauf,ARB0WNP1187B9AC4A,Samy Deluxe,282.38322,10,0.307,94.31,3,0.694,Sag es sag es feat. Neo,2006,0.425124658
265,SOIRCEO12A8C134D85,282489,Da Unbreakables (Explicit Version),ARY55LO1187B9A3F17,Three 6 Mafia,190.74567,6,0.713,155.08,4,0.846,"bMoney Didnt Change Me""""",2003,0.519448581
266,SOEHHBS12A8C13587E,338811,La Fiamma E Il Cristallo,ARVQZNK11E2835CDAC,Livio Minafra,409.73016,7,0.093,137.754,1,0,Campane,0,0
267,SOMKGQN12A8C1339D2,190662,Blue Orchid,AR8V1WA1187B9AD9E9,The White Stripes,160.31302,1,0.704,152.785,4,0.76,Blue Orchid,2005,0.972386891
268,SOTBDQJ12A8C136EAF,202030,"bTrue 80s Love""""",AR7UBXR1187B9AA0F,Musical Youth,183.01342,7,0.685,85.776,1,0,Never Gonna Give You Up,1982,0.542898743
269,SOPDFZN12A670215C4,7133,The Best Of Both Worlds,ARNLO5S1187B9B80CC,Van Halen,228.33587,0,0,88.471,4,0.589,"bWhy Cant This Be Love (Remastered Version)""""",0,0.708107773
270,SOANVVN12A8AE452E2,137244,Pastanaga,ARQFPCY1187FB552CE,Sapo,195.91791,6,0.395,166.002,4,0.627,Eduardo,2003,0
271,SOPKFPV12A8C141BA2,221617,Live!,ARZQSNO1187FB5BBA,Elizabeth Cotten,476.18567,2,0.327,127.387,1,0.644,Elizabeth Story_ et al._ Honeybabe_ Your Papa Cares For You,0,0
272,SOBRAEX12A6D4F8F86,34605,The Man!,ARVML4B1187FB52324,Leroy Hutson,188.49914,10,0.375,117.001,4,0.851,Could This Be Love,1974,0.427446571
273,SOYYBBC12A58A7A468,610954,Oh Good Grief,AR1RHCO1187B9AF0BF,Vince Guaraldi,160.1824,10,0.68,139.768,1,0,Peppermint Patty (LP Version),0,0.673074435
274,SOHKHHS12B350491C5,329967,Enjoy!,ARANOZN1187B9B373E,Descendents,183.90159,11,0.609,187.176,4,0,Cheer,1986,0.67777344
275,SOFHZSP12A58A79004,30908,Are You The One?,ARX2DLI1187FB4DD03,The Presets,281.0771,9,0.039,132.946,4,1,Are You The One?,2005,0.488289876
276,SODMQQB12AC3DF6CF0,603540,Second Hand Life: The Deluxe Edition,ARS6HDE1187B99CA29,Joe Lynn Turner,304.66567,3,0.717,111.942,4,0.722,Two Lights [Bonus Track],0,0.334706549
277,SOUFLRE12A58A7D6A0,509820,Love Is Back,ARQEPTZ1187FB4CD36,Toby Love,255.05914,7,0.535,128.998,1,0,Irreplaceable,0,0.405115722
278,SOZWVCA12A6D4F9774,57880,Jimmy Wayne,ARTZ90C1187FB55D81,Jimmy Wayne,202.08281,5,0.407,117.142,4,1,She Runs,0,0.510962044
279,SOFFAYN12A58A7ACEC,620977,Work It!,ARTZMXB1187B990A55,Streetwize,307.33016,9,0.264,79.076,4,0.871,Funny,0,0.265861049
280,SOPFGRC12A81C220E1,270410,The Galway Girl - The Best Of Sharon Shannon,ARH8HRR1187FB5CBE8,Sharon Shannon,191.92118,3,0.794,234.334,4,0,"bGaffos Ball""""",2007,0.38293509
281,SOSJRUA12AF729B7A7,47538,...Somewhere More Familiar,AREPD8D1187FB3F5BC,Sister Hazel,235.65016,2,0.659,142.893,4,0.009,Concede,1997,0.652839543
282,SOGAGGI12AB0183FC6,634063,Bssst.....Tisincina!,ARH312K1187FB3F1D4,Beogradski Sindikat,415.50322,9,0.659,100.017,4,0.957,Slatke male maloletnice,2002,0.215080319
283,SOEMSEL12A8C133A42,282985,Good Acoustics,ARMH10M1187FB4184F,Firehouse,258.2722,3,0.614,109.993,4,0.626,"bDont Treat Me Bad""""",1990,0.722289007
284,SOOYJKF12AB0183217,505430,Live At The Suicide Clu,ARO6WZY1187FB3A86E,Sonic Subjunkies,266.34404,1,0.61,143.267,3,0.973,Djungelstadt,1994,0
285,SOHCSSG12A58A7CF2D,632827,Buzz Buzz,ARC1CJB1187B99FCA4,Laurie Berkner,115.82649,0,0.661,171.743,4,0,"bIve Been Working on the Railroad""""",2001,0.445454525
286,SOJDEBD12AB018512D,601529,Battleforge,ARGAHPJ11F4C83E988,Tilman Sillescu,123.24526,3,0.542,120.381,4,0.854,Escape From The Underrealm,2008,0.409876612
287,SOSKUCS12A58A7955,542446,Home Town Hero,ARWADDH1187B98FDB,Home Town Hero,187.76771,1,1,156.202,4,0.881,Bleeds In Blue (Album Version),2002,0
288,SOXYKNM12AB018D23A,709587,Beauty Queen,ARELVCU1187B98F3E5,Serpentine,248.08444,9,0.582,97.536,3,0.771,Boy & Girl (Feat. Fiona Daniel),0,0.215080319
289,SOBHHIZ12AB01841E0,662666,Backline Volume 61,ARE2BVT1187B9AC9A2,Little Joe & The Thrillers,143.67302,5,0.044,138.876,4,0.164,Peanuts,0,0
290,SOQKLRU12AB018A995,709510,The King Is Dead,ARSCJQW1187B9B3523,Hoods,81.6322,8,0.239,158.016,3,0.383,Coward,0,0.678221627
