Lyrics,wordCount,charCount,avgWordSize,stopwords,numerics,upperCase,lowerCase,song_hotttnesss
"there's a war inside my head, am I alive or fucking dead? show me a reason to believe I can't believe in anything my whole damn life is one big sacrifice giving gets old so fast when you get nothing back ",42,204,3.975609756,13,0,2,39,0.537503904
"I'm here at the crossroad Where my life is heading? Man, I don't know Should I stay or should I go? 'Cause anything's better than what I've been through  What I would give to get a sign from up above? Letting me know that everything would be okay I wish someone would pull me off from out of the mud Will anyone out there say to me  I'm here, for you Don't worry 'cause I got you Don't trip, don't stress My life seems to be heading  Over the edge Feels like I'm heading over the edge Feels like I'm heading over the edge Feels like I'm heading over the edge The edge, the edge  Now everyday that goes by I see things that'll make another man cry ",133,647,4.0234375,46,0,7,99,0.644116784
"Six o'clock  On the autoroute Burning rubber, burning chrome Bay of Cadiz and ferry home ",17,89,4.866666667,3,0,0,10,0.674436804
"I will never find another lover sweeter than you, Sweeter than you And I will never find another lover more precious than you More precious than you Girl you are close to me you're like my mother, Close to me you're like my father, Close to me you're like my sister, Close to me you're like my brother You are the only one my everything and for you this song I sing  And all my life I've prayed for someone like you And I thank God that I, that I finally found you All my life I've prayed for someone like you And I hope that you feel the same way too Yes, I pray that you do love me too ",123,588,3.851239669,56,0,8,97,0.583566126
"Ya no importa cuántas veces te he buscado Ya no me acuerdo cuántas veces te encontré ¡oh, mi amor! Sigo las huellas de un camino que no existe Me lleno de preguntas que no puedo responder Si aún no se han ido las ganas de amarte Ya no me alcanza la foto frente al espejo Recorro mi memoria y revivo la última vez Aunque no quiera no dejo de pensaste, no, no... Deja que vuelvan las ganas de amar A tu corazón ",83,409,3.987804878,12,0,1,72,0
"FRENCH  je me promenais dans la rue m'occupant de rien, de tout  et puis, elle passait mon regard l'a croise je lui ai sourri, je lui ai dit c'est toi? [c'est moi] oui c'est moi elle m'a t'elle dit [hihihi] elle me demanda ou est ce que j'aimais aller dans ce monde? quelque part dans votre esprit ton esprit n'avez vous jammais eu cette sensation... douce [douce]  qu'on laisse tout ce qui est noir noir obscur obscur negatif negatif  en dehors [en dehors] you got to leave [you got to leave] you got to breathe [you got to breathe] you got to love [you got to love] to be free [to be free] un endroit dans ton esprit un endroit ou les mots n'ont plus d'importance [plus jammais d'importance] une sensation douce [douce] inconnue, ... et intense [intense] un monde mysterieux enfoui, derriere cette vie que nous montrons [hahaha] ",154,831,4.55033557,14,0,1,147,0.360370583
"INTRO:  Hey yuh si from a guy bad mind  Him ago get jook by joe grind same time  Yuh undastan, ray ray ray an ray ray ray  Yuh si wha mi a deal wid; a so wi seh inno   CHO  Tell a guy fih get a straw  An if dem nuh like it tell him which part fi chaw  Tell dem sey mi dun have mi tings an mi naw  Beg nuh bady nutten so dem can kiss mi",89,335,3.126582278,18,0,2,69,0.215080319
"she's seductive, but she does it well she'll charge you by the hour for a straight trip down to hell she'll correct you, when you think you know she's gonna let me go, she's gonna let me go  I'm not a lover, but I'm still concerned That when you touch the fire That your heart could still be burned I should warn you that I know she's gonna let me go, she's gonna let me go  see all those familiar faces crowded in my mind I know that now is not the time ",96,455,3.870967742,43,0,3,86,0.822402885
Smile and pose shaking hands and stealing votes can we all agree oh not what you said you would be not what you said you'd be not what you said you'd be yeah not what we need  friendly foes spreading lies they speak in codes ,47,225,3.977777778,25,0,0,44,0.511424326
"No one lives in the future, no one lives in the past The men who own the city make more sense than we do Their actions are clear, their lives are their own But you, went behind glass  Don't let this boy go, don't let this boy go So long to the city, we'll retell the story they wrote My lips part to talk but I forgot what I was trying to remember ",75,348,3.753424658,29,0,2,64,0.492398353
"Group sex! Group sex! Group sex! Group sex!  Private swing party, friday and saturday Wouldn't it be nice to have a party with couples that are friendly and mellow? A low-key atmosphere where you can explore your most sensual fantasies ",42,236,4.875,15,0,1,33,0.746432679
She's riding on a crimson wave Truth sat on her shoulder Planets before melting face The keys for the wounded Sinking into underground Please the one who wants it Something is pulling you down It's not the cravings why you need it  (pre-chorus) It's a rush hour inside my head ,52,277,4.52,21,0,0,41,0.715894796
INSTRUMENTAL,1,12,12,0,0,1,0,0.699426728
"Fake tales of San Francisco Echo through the room More point to a wedding disco Without a bride or groom And there's a super cool band, yeah With their trilbies and their glasses of white wine And all the weekend rockstars are in the toilets Practicing their lines  I don't want to hear you, kick me out, kick me out I don't want to hear you, no, kick me out, kick me out I don't want to hear you, kick me out, kick me out I don't want to hear you, I don't want to hear your  Fake tales of San Francisco ",105,504,3.921568627,39,0,5,84,0.790786932
"Wish""  For just a moment I wish I could have been there To see Your first step, hear Your very first word Tell me, did You ever fall and scrape Your knee? Did You know Your wounds would one day heal the world? For just one moment I wish I could have seen You growing Learning the ways of a carpenter's son Just a little boy gazing at the stars Did You remember creating every one? If you passed by, would I have seen a child or a King?  Would I have known? I wish I could have been there My only wish is to see You, face to face Wish I could have been there ",119,558,3.793103448,33,0,9,84,0.524079323
"When they say promises They mean promises  They'd say, ""that's ok Long as we can celebrate""  You see, my uncle would say Things would change when he's dead  ""Meet me in the bathroom"" That's what she said I don't mind... it's true  Never was on time Yes, I once was mine ",56,270,4.215686275,17,0,2,39,0.745743388
"Alright, (hmm) It's so funny runnin' into you It has to be three years Since we last seen each other Many flashbacks come to mind Of the wild and crazy times We used to have with one another  We absolutely didn't care We would do it anywhere Eye contact, and it was over, hmm But that's when I was wild, and now I couldn't care less about Someone gettin' hurt I've done my share of dirt But I done wised up  ",84,408,4.012345679,30,0,3,64,0.790566802
"I was thinking I wish I was a fish but then I forgot, for it's been a long time since I last saw the sea  So I went down to the place by the sea and it all came back to me 'cause I was standing there wishing I was a fish  and I felt free like I think fish feel free swimming in the sea  So I went down to the place by the sea ",80,326,3.25,32,0,11,63,0.215080319
When the wind is blowing in your face Sometimes in life you don't see straight Wait for him He will show  When your head is in a certain place Nobody around to make you say Stand strong and you will go  Wait till you see my smile Wait till they see your smile ,56,260,3.867924528,23,0,0,44,0.909277347
I'm digging through the darkness Cause I'm a long wall miner Following the road down Just so I can sit beside her I'm a page torn from your novel Beneath a magnet on your fridge I'm a star stuck on your ceiling So I can watch you while you're sleeping  Do you remember me Do you remember me because I wanted you so bad Do you remember me Do you remember me because Everything we had ,78,383,4.026315789,35,0,3,59,0.468997788
Par ma nature de lâcheron Sans peur des représailles Des moucherons Trois fois plus petits que moi par la taille Me volaient dans les plumes Et me taillaient des costumes Leurs insultes figées Comme autant de dards hirsutes {Refrain:} Dans mon enfance de coureur de Lune Mon corps sec n'était qu'un abri de fortune À la guerre des nerfs Aux misères de la Terre Par-dessus les voiles ,68,383,4.71641791,2,0,1,51,0.345802234
Woke up this moring to a song on the radio 'bout a heart that was broken by a love gone wrong Then I turn my attention to the news on tv tells a mortal affliction whatever we see And I felt in my soul such an urgency that we need each other so desperatly oh cant you see  Its a long way home  its a long way home lets walk together  instead of alone on this long way home ,83,372,3.670886076,33,0,2,73,0.215080319
"Now the rain comes down the windows and it, Drops onto the forehead of the waiting boy, He surveys his rental kingdom and he, Wonders if he's really lost his one joy.  Another fool would go down to the, Only place she ever went to lose herself, She's gone to the movies now and she, Don't need your help.  Now the rain turns into snowfall as the, ",70,347,4.149253731,23,0,0,58,0.612054954
"INTRO -  - PASTORITA TIENE GUARARÉ CONMIGO. YO NO SÉ PORQUE SERÁ. 1 - Yo no nunca le he hecho nada. Ella es mi amiga del alma y la llevo en el corazón. (2@X)  - PASTORITA TIENE GUARARÉ CONMIGO. YO NO SÉ PORQUE SERÁ. MONTUNO 1 - *** PASTORITA TIENEN GUARARÉ Oh no, no, no, no, oh noo, no se puee creer Con tu sentimiento triste yo no jugaré siempre yo he sido tu papi y siempre seré Sabes que te quiero mucho, tu lo sabes bien Pastorita tinen guararé!!  MAMBO - ""Que te pasa pastorita?""  ",101,487,4.03125,7,2,25,55,0.528262647
The Wild Ones There's a song playing on the radio Sky high in the airwaves on the morning show And there's a lifeline slipping as the record plays And as I open the blinds in my mind I'm believing that you could stay And oh if you stay I'll chase the rainblown fields away We'll shine like the morning and sin in the sun ,65,321,4.015625,23,0,1,52,0.408110884
While Kansas city sleeps Cloaked in the twilight of this valley At this church cross standing Roadside from a tree I keep driving to the most desolate seclusions My blackest secrets still imprison me And why don't we say what we really feel?  Whenever things are at their best... Whatever lies will help you rest Whenever things are at their best... Why do we wait for it to fall apart? Fall apart  ,75,399,4.513888889,29,0,1,59,0.548678056
There is a joy in the journey There's a light we can love on the way There is a wonder and wildness to life And freedom for those who obey  And all those who seek it shall find it A pardon for all who believe Hope for the hopeless and sight for the blind ,56,255,3.703703704,29,0,1,47,0
INSTRUMENTAL,1,12,12,0,0,1,0,0.754274011
INSTRUMENTAL,1,12,12,0,0,1,0,0.262509351
"I´m tired of lickin´ them boots that been-a-kickin´ me! sick of them sour grapes they keep-a pickin´ me! Set loose your wings, cut the strings of your puppeteers Freedom begins, baby, between your ears Reach for the sky You do not have to buy what they been advertisin´ ",49,270,4.625,21,0,0,43,0.278270558
Quiero ser lo que te hace más feliz A mí me gusta verte así Como el fin de este viaje  Préndeme Sácate Llévame A un lugar con parlantes  Y que nos vuele la sonoridad Por el aire Un espacio para celebrar Sé que esto es grande  Este amor es la mejor cara del poder Y estás cansada de poner El dedo en la llaga ,68,308,3.765625,1,0,4,50,0.6049634
Freaky Tah: Now... now... now now now now  Mr. Cheeks: Queen's Most Wanted... shout outs to the Bandit baby RIP. We represent the LB to the day we die Run with Lou Spigg Nice Freaky Tah Ha ha it's Group Home Management there. Shout outs to Big? and Big Chuck. Shout out to the Packers baby get that moneeey. Yo yo yo yo,64,319,4.063492063,18,0,2,34,0.405115722
"DeVille  (You run run run, you do run run) (You run run run, you do run run).  You and me and Johnny got out free We searched all night the usual streets Johnny says there was only one man Out that late who could be trusted.  Go on runnin' through the jungle That's all there was between me and you We were runnin' through the jungle The city streets, shooting the blues. ",76,372,4.125,30,0,0,60,0.355285536
I can lift you up I can show what you wanna see ,13,48,3,6,0,2,10,0.334706549
There's a land that is fairer than day And by faith we can see it afar For the Father waits over the way To prepare us a dwelling place there  In the sweet by and by We shall meet on that beautiful shore ,45,204,3.720930233,19,0,0,36,0
"How long before I get in Before it starts, before I begin How long before you decide Before I know what it feels like Where to? Where do I go If you've never tried then you'll never know How long do I have to climb Up on the side of this mountain of mine?  Look up, I look up at night Planets are moving at the speed of light Climb up, up in the trees Every chance that you get is a chance you seize How long am I gonna stand With my head stuck under the sand? I'll start before I can stop Or before I see things the right way up ",115,530,3.681415929,43,0,9,87,0.454042766
"She walks the line into her deathbed rings. I say she's all alone. Begging for forgiveness, I won't teach her to lie or make a plan with that clairvoyant stare and grin. God won't forgive me, for this I know, and tradgedy unfolds tonight. So sever my skin apart. Take this sadness and close your eyes love.  Hey, call the angels. This razorblade was meant for me. ",69,364,4.417910448,25,0,3,57,0.525580553
"Switch off the mind and let the heart decide Who you were meant to be Windpower  Flick to remote and let the body glide There is no enemy Windpower  Etch out a future of your own design Well tailored to your needs Yeah, Windpower  Then fan the flame and keep the dream alive Of a continent, a continent, a continent, a continent, a   Windpower ",70,344,4.296875,28,0,0,51,0.375984302
Se inunda mi voz Como algo casual De ecos de su cuerpo Que ya no está Presiento un adiós Como una flor Que se seca mal de tanto esperar  Y en este fuego Yo la buscaré Besando las marcas Sobre mi piel Verano traidor Devolvémela Ella ya no sabe Que me puede hacer  Beberé por mi amor Beberé de su ardor La sal Pasará sin querer Pasará sin pasar  Aaaaah  Como calienta el sol Y sé que no está Me duele como un Dios La ciudad Quisiera verla llorar Quisiera verla reír Como ayer  En el frío del mar La saldré a buscar Tratando de llegar hasta el fin No puedo verme llorar Quisiera sólo gritar  ,123,589,4.025862069,5,0,2,82,0.728706465
"Tonight, we'll make moments because it's all that we've got This is gutter bravado This is our punk rock I'm starting from scratch and there is no pretense This is romance This is called love for the workers in song Keep us holding on Heaven sent relief for those of us who still believe In the therapy and the merit of screaming ",63,330,4.322580645,26,0,0,53,0.547952942
"Awaken from the bliss of sleep, The daybreak haunts you in such a subtle light, I hear them, they tell me these roads we have travelled, Fork up beyond the bend.  ",33,163,4.225806452,14,0,1,27,0.547003914
"Te entregué mi corazón Mi vida en un suspiro Sin hacer preguntas yo.  Te dí todo lo que soy Y ahora tu te has ido Ya no sale más el sol.  Si tu no estás conmigo Seguir no tiene sentido Devuélveme la vida Que te llevaste con tu partida.  Sin ti, me duele vivir No soy nada sin tus labios en mi piel ",67,298,3.682539683,5,0,1,51,0.591754161
"See my friends, See my friends, Layin' 'cross the river,  See my friends, See my friends, Layin' 'cross the river,  She is gone, She is gone and now there's no one left 'Cept my friends, Layin' 'cross the river,  ",43,213,4.384615385,13,0,0,29,0.454192988
"Oh black winged sukkubus Icy hands surround my throat Insert the wooden arm - ride the crucifix Your life is mine - to hell we shall go I am possessed - lick me, I'm so cold",36,173,3.833333333,8,0,1,27,0.578658188
"I was blind, though my eyes were open wide Then Your love broke through my life And at last I saw the light I was lost, on a long and lonely road With no place to call my own Then You made my heart Your home By giving me all or nothing The best that you could be Holding the hands of heaven With a love to set me free How could I ever doubt You After all You've pulled me through ",83,380,3.634146341,30,0,4,63,0.265861049
"First I'll panic quick and listen To advice Agree to anything and try to be Too niceThen my skin flakes, another allergy I'm not making sense, just Ignore me  Thirst I had at last Run the water ",39,194,4.216216216,12,0,1,26,0.733541056
Tell me something that I know Just something that I understand I need to taste the warming glow Of your medicating hands  I know I'm ready for your love I just don't understand it There is a silent pact of trust That I never could admit That I never could  ,53,257,4.1,14,0,7,36,0.732203716
IÂ'm seeking everyday Looking at the sky ever wondering why I dream my dreamÂ's away And IÂ'm living for today In my mindÂ's eye  Things are clearer than before Showing me the way ,35,180,4.424242424,11,0,1,23,0.589207726
"Shit is about to get real serious Busta Rhymes, Flipmode Squad, Swizz Beatz check it out  Yo, it's like tic tac toe God is back, make bitches say, ""Hoe"" Blow shit, roast shit 'n' down in Waco Big foot raps nigga, let's make dough Pull up to the lot, valet the Range Rove Flier than a motherfucker, all day glow In the club nigga, glow in the dark and lay low Bang your head to this shit while the beat plays slow Junior varsity niggas while we play pro Ringside seats, we all in the same row Like a crew of bitches pull up in Dodge Durangos And how we dazzle these bitches with how we change flows We take your slot, how a bitch take half And rock chains with pieces the size of spacecrafts You know what I rep, that's Flipmode Squad Wildin' like a thousand niggas up in the wreck yard  Callin' all live niggas Booyah! Callin' all live bitches Ooh ooh! Yes, I hold a pound for y'all Say what? Busta Rhymes hold it down for y'all Get money! Callin' all live niggas Booyah! Callin' all live bitches Ooh ooh! Yes, I hold a crown for y'all Say what? ",206,1046,4.142857143,64,0,3,154,0.447135796
"Dream baby dream Dream baby dream Dream baby dream Forever, And ever  keep those dreams burnin' forever Keep those dreams burnin Forever... And ever.  dream baby dream Dream baby dream Forever  dream baby dream Dream baby dream Dream baby, dream baby Dream baby dream ",48,268,5.022727273,2,0,0,31,0.593251652
"Il m'avait dit de l'attendre dans le pub d'à-côté. J'ai attendu longtemps. Maintenant, j'ai mal aux pieds. J'ai même l'estomac dans les talons et le talon va s'tasser J'm'en vais d'ici. J'vais pas me compliquer la vie.  Désormais, plus s'en faire,  Croix de bois, croix de fer Si j'retombe amoureuse c'est lui qui ira en enfer. Je le hacherai menu, et je serai la reine Des manies, manigances,  Silences, éloquences. Des manies, manigances,  Silences, éloquences. Quoi qu'on danse.  J'irai me pâmer devant lui. J'l'aimerai juste jusque à l'ennui. J'en f'rai d'la mousse!  De mes yeux d'artifice,  Mais s'il applaudit c'est assez. A demain. On s'appelle.  Je lui dirai de m'attendre dans le pub d'à-côté ",123,703,5.096491228,2,0,1,91,0
"faith, is not something that i grasp its something that i fake, as I'm slipping, as I'm falling through the cracks, faith without actions is a mask, for making the same mistakes as I'm slipping as I'm falling through the cracks.  somehow i find beauty in our failings, somehow i find meaning in these lies ",57,306,4.545454545,26,0,0,51,0.735346456
"They sat together in the park As the evening sky grew dark. She looked at him and he felt a spark Tingle to his bones. 'Twas then he felt alone And wished that he'd gone straight And watched out for a simple twist of fate.  They walked alone by the old canal. A little confused, I remember well, And stopped into a strange hotel with a neon burning bright. He felt the heat of the night hit him like a freight train Moving with a simple twist of fate. ",91,452,4.06741573,31,0,2,76,0.702551585
The headless lover of three... an unspeakable affair,8,52,5.625,2,0,0,7,0
"I come trough changes, and I've come trough pain. But theres not enough reason, for me to go insane. I know the feeling and i grows i'm reached up from my head down to the toes You know it aint easy, running at a thrill, you know it aint easy,  when you don't know what you want. What do you want? Woah, you've got to rock know, rock the night, to early in the morning light, rock know, rock the night, you better believe it's right. ",88,434,4.034883721,35,0,2,79,0.592054388
"To this world I am unimportant Just because I have nothing to give So you call this your free country Tell me why it costs so much to live Tell me why  This world can turn me down But I won't turn away, oh no I won't turn around  All my work and endless measures Never seen to get me very far Walk a mile just to move an inch now Even though I'm trying so damn hard I'm trying so hard  This world can turn me down ",92,414,3.670454545,36,0,4,70,0.527818137
"Usher Baby I just wanna get your attention I really wanna be your love in your head Coz when I got you don't wanna get some yeah But girl that's only if you ain't scared  And I won't knock or ring no bells You just float bottom up in the air I'll get you hot, I know you oh so well And when I'm walking all that I wanna hear  Is you say Daddy's home, home for me And I know you've been waiting for this love in your day You know your daddy's home (daddy's home) And it's time to play (so it's time to play) So you ain't got to give my loving away So all my ladies say hey hey hey daddy Hey hey hey daddy So all my ladies say hey hey hey daddy Hey hey hey daddy ",145,661,3.64084507,47,0,7,116,0.785679587
"Count on every finger Every little thing I'm sure of Hold them up before my eyes See the one that holds a pure love Place this above your heart Upon your skin Feel the power of the love The strength deep within  Teach your children well Love, respect and honesty  One brings me hope in handfuls Two who give me joy and laughter Three to make my life complete And four who make me happy One to sing her songs of praise Two and three to dance at twilight ",92,453,4.06741573,33,0,0,72,0
Have yourself a merry little Christmas Let your heart be light From now on our troubles will be out of sight  Have yourself a merry little Christmas Make the Yule-tide gay From now on our troubles will be miles away  ,43,217,4.375,19,0,0,31,0.262651205
"You are the one You are the one, the one  Hearing this lonely cry I'm waiting for you Behind stuck in time what can I do?  I hear you calling me But it's like I just can't see Hearing this fantasy What's going to be?  You, You are, You are the one I feel it's just begun You are, You are the one.  You, You are, You are the one ",75,328,3.628571429,25,0,4,50,0.565451012
"The bigger the cushion, the sweeter the pushin That's what I said The looser the waistband, the deeper the quicksand Or so I have read  My baby fits me like a flesh tuxedo I like to sink her with my pink torpedo  Big bottom, big bottom Talk about bum cakes, my girl's got 'em Big bottom, drive me out of my mind ",65,312,4,21,0,3,51,0.265861049
Halloween! Hoy todo se vale hoy es noche de brujas ,11,51,4.1,0,0,0,8,0
"(feat. Ledisi)  [Gift of Gab] We'd like to welcome you all again to the world of vibrations Introduction to the nation of revolutionary thoughts Hear the sound evolve, expand, and change Most of the things that we're sayin' haven't broken through your chatter So y'all niggaz still ego trip based and Have not begun to taste the kundalini wisdom bliss I'm droppin' as a lyric quotin' vessel for the stages Play this on your play list I like dough But musically I'm transcendin' the physical And don't blame me for the slang and the words God writes these rhymes through me I just listen to him I'm just livin' duke Matrix driven rules haven't fooled me Cuz I still think abstract And stay metaphysical And challenge what is really real And keep creatin' with the force to bring rap back Not that it's away But everybody got somethin' to say So let me speak the opposite of what's hot now ",162,888,4.54375,58,0,3,133,0.721502075
Hit you from behind She messed up all you though you stood for Never had a rollercoaster so unkind Creeping up and then rushing down so fast Screaming loud All the time ignoring all my,35,184,4.285714286,18,0,0,29,0.471971172
"(Dicky Barrett/Nate Albert)  they came to Boston on their vacation they came, they saw, they annoyed me they saw it all, what! Fanueil Hall! It's best if they just avoid me rented a car to see the sights they found the Hub confusing looked for the Swan Boats In Mattapan well, I find that real amusing ",58,302,4.375,22,0,1,43,0.487112195
"AH AH AH Leard WOUCH BADY on di'm apren'n ou chanté musik sa joué en do maintenan m'ap fè on accord for nou fini'l sou do do, re, mi, fa, sol la, si sé pa on bagay ki easy for apren'n sol la si do pou ka fè on bon solo sol la si do aye do, do(3 fois) éh éh ah ah(bis) lead ",65,273,3.265625,10,0,5,58,0.305992887
Took a walk around the block Bought a candle it was Flaming red flaming red Thought a thought then I forgot so I sang a happy song In my head in my head  Wore my red shoes Wore my red shoes again Getting worn out from All of the wandering Worn out and holy Holy as jesus Me and my red shoes ,64,291,3.677419355,24,0,2,48,0.513106418
"In goodness wake I'll always say I do, That it's all for you And tricks I'd turn would always shine right through, But it's all for you.  Like a stream overflowing Unpredictable A new confidence like a new king. Like a breeze levitating ",45,237,4.488372093,10,0,2,32,0.638877876
"Hark, o'nightspirit father of my dark self from within this realm, wherein thou dwelleth by this lake of blood, from which we feed to breed i call silently from thy presence, as i lay this oath May this night carry my will and may these old mountains forever remember this night ",52,279,4.470588235,22,0,0,49,0.62921271
"Fall in to the century of supersonic cross Blessed she in aching silence- eternal loss Calling out ""I won't surrender"" A locket of her hair Sympathize her pious pleasures Go down the stairs into the dark again To feel alive again, and wait for Real love Or is it me you're after Is it time? Because it's now or never Real love Real love forever Real love Born of the ball and chain Into a world sustained with sorrow Real love A real touch we speak in ",88,452,4.195402299,34,0,3,68,0.668419369
"Farts de tant d'hivern, fer-se fosc aviat i arraulits a casa sempre morts de fred, tot i portar guants i passamuntanyes va dir un estornell abans de marxar a terra desglaçada s'ha acabat el mal temps i la primavera venia de cara.  Sembla fet a mida per excitar les sensacions, per donar un toc de màgia a les coses d'aquest món l'art de fer renéixer l'univers al seu voltant, revifant idees amb tot el temps per endavant.  I tot i que és bonic i ens ve de nou, amb la primavera! no en tenim prou!  Què arribi l'estiu! Què sortirem de casa! Què arribi l'estiu! Què arribi matiner! Què arribi l'estiu! I què treguin les terretes! ",120,628,4.387931034,12,0,2,107,0.249065795
"Feeling out, feeling down: This feeling wouldn't leave me alone. Then up came-a one that said (hey, Dread): ""Hey, Dread, fly, Natty Dread, and smile!""  You're in Jamaica: C'mon and smile! (In Jamaica, y'all) Get it together, y'all! (In Jamaica) Get it together, now! In Jamaica, y'all.  Soulful town, soulful people: Said, I see you're having fun, Dancin' to the reggae rhythm, Oh, island in the sun: Oh, smile!  (In Jamaica) C'mon and smile! (In Jamaica, y'all) Get it together, right now! ",86,491,4.951219512,17,0,1,51,0.675582692
"Dusting off the all night from my catholic knees I scraped them up good (Scraped them up good) I scraped them up good You doctored them clean  Oh yes, we are patient, patient Salt-licked wounds merely bruised (But none of that'll matter) None of that'll matter soon On some ancient date, see how much you can take None of that'll matter None of that'll matter  Everything was moving so fast (Everything was moving so fast) Everything was moving so fast (Everything was moving...) ",86,480,4.759036145,33,0,2,67,0.637828866
"I think we have an emergency I think we have an emergency If you thought I'd leave then you were wrong 'Cause I won't stop holding on So are you listening? So are you watching me? If you thought I'd leave, then you were wrong 'Cause I won't stop holding on This is an emergency So are you listening? And I can't pretend that I don't see this  It's really not your fault That no one cares to talk about it To talk about it 'Cause I've seen love die Way too many times When it deserved to be alive (when it deserved to be alive)  And I've seen you cry ",114,550,3.936936937,45,0,6,85,0.848463885
I once had a dream A feeling inside A yearning so bad you have to shout it out  Hey kid look at me You can make it real You can get it if you want  Hey you know When I first started out They shut all the doors But I laughed at all the doors And I kicked them down  Here's my energy for you Step into the light while you still feel young  When I look in your eyes ,85,363,3.4875,35,0,7,62,0.262479842
"You look so good, I can’t believe it I'm out my mind, I shouldn’t be But oh, women like you steal my control Seen [Incomprehensible] Come on, girl, don't be scared now, baby  Help me, help me, help me I want you to help me, help me, help me I can’t stop myself, you’re actin’ lovely I wanna have you screamin’, love you roughly  I need a little bit of help You bringin’ your body down Whenever I take them out I end up takin’ them down  Can you help me, help me, help me? Shoot me or somethin’ Now help me, help me, help me Kill me or somethin'  Help me here, so alone good, I got a problem I’m out of my mind over your body But, oh, women like you steal my control Seen [Incomprehensible] Come on, girl, don't be scared now, baby  ",152,732,3.979452055,43,0,9,118,0.587748265
I saw right through your eyes. I saw right through your guise. Every word that left you lips was just a covert disguise to hide your absent mind. You live and breathe. ,33,168,4.25,12,0,2,28,0.603860471
"Love is a fire that burns, Love is a wheel that turns, Love is a thunderstorm With rain to wash us dry.  Love is the leaf at the top of the tree, Once love was you and me, Once love rained down In a thunderstorm of passion.  All these things I see, ",55,249,3.75,22,0,1,42,0.372530039
"""The last horrendous error of a soul tortured irretrievably into insanity by  ",14,78,5.416666667,4,0,0,11,0.668338665
"This is why I'm hot This is why I'm hot, yeah This is why, This is why This is why I'm hot, uh This is why I'm hot This is why I'm hot, ooh This is why, this is why This is why I'm hot I'm hot 'coz I'm fly You ain't 'coz you're not This is why, this is why  This is why I'm hot I'm hot 'coz I'm fly You ain't 'coz you're not, Mims This is why, this is why This is why I'm hot This is why I'm hot Now I've gotta rap I can sell a mill Say you nothing on the track I represent New York I got it on my back Nigga say that we lost it So I'm ma bring it back I love the dirty dirty 'Coz niggas show me love The ladies start to bounce As soon as I hit the club But in the Midwest They love to take it slow So when I hit the H I watch you get it on the floor And if you needed hyphy I take it to the bay Frisco to Sac town They do it e'ryday Coppin' a Hollywood Soon as I hit LA I'm in that low low I do it the Cali way And when I hit the Chi People say that I'm fly They like the way I dress They like my attire They love how I move crowds From side to side They ask me how I do it And simply I reply This is why I'm hot This is why I'm hot, yeah This is why, this is why ",275,1165,3.263736264,98,0,17,187,0
"Here  I want you closer Don't ever let go I need you to know that I'm here Don't worry No sir, you won't see me run 'Cause I'm far from done I'm gonna give you all the lovin' your heart needs When you're standing on the edge I'll reach out so you can see  And I'll be your light I'm shining in the darkest night I'll take you to a higher place burnin' so bright I'll be the song that moves you when all hope is gone I'll give you strength to carry on I'm burnin' so bright I'll be your light  I'll be your light (repeat) ",111,521,3.841121495,43,0,2,86,0
"Trick-Trick The People Vs.  Yeah yeah Tricky Let's show 'em some love Welcome to Detroit  Where's my gangstas and all my thugs Throw them hands up and show some love And I Welcome you to Detroit City I said Welcome to Detroit City Every place, everywhere we go Man we deep everywhere we roll Ask around and they all know Tricky That's what's good man they all say Tricky  Click click boom, just as soon as we hit the room You can hear 'em holla Goon Squad in this bitch Let me hear you holla Goon Squad in this bitch Let me hear you holla Runyon Ave. in this bitch So who am I gonna call on when I ain't got them boys with me And the situation gets a little sticky I'ma dial 911 like a motherfuckin' punk, fuck that, bla bla I'ma call that rude boy from Detroit, Trick Trick Quick come pick me up, bring them guns Come to the club, meet me out front There's some chump up in this bitch Poppin' some junk cause he's drunk ",185,921,4.071823204,60,1,4,131,0
Darlin' I can't explain Where did we lose our way Girl it's drivin' me insane And I know I just need one more chance To prove my love to you If you come back to me I'll guarantee That I'll never let you go  Can we go back to the days our love was strong Can you tell me how a perfect love goes wrong Can somebody tell me how to get things back The way they used to be Oh God give me a reason I'm down on bended knee I'll never walk again until you come back to me I'm down on bended knee  So many nights I dreamt Holding my pillow tight I know that I don't need to be alone ,127,574,3.612903226,45,0,6,98,0.345802234
"Hello, little girl, little girl, little girl  Hello, little girl, little girl, hello Where have you been? Why did you go? Little girl, hello You know that you're wrong little girl, little girl  I shouldn't have to tell you what's wrong Little girl, little girl, you know that was wrong ",53,286,4.68,13,0,1,42,0.617365618
I can't stop loving you I've made up my mind To live in memories Of the lonesome time  I can't stop wanting you It's useless to say So I'll just live my life In dreams of yesterday  ,40,182,3.864864865,10,0,2,28,0.488289876
"If all our life is but a dream Fantastic posing greed Then we should feed our jewelery to the sea  For diamonds do appear to be  Just like broken glass to me  And then she said she can't believe Genius only comes along In storms of fabled foreign tongues  Tripping eyes, and flooded lungs  Northern downpour sends its love  Hey moon, please forget to fall down  Hey moon, don't you go down  Sugarcane in the easy mornin'  Weathervanes my one and lonely ",92,453,4.414634146,31,0,0,68,0.352232225
