SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss,Lyrics
5508,SORWXCN12AB01811BC,448416,"bBobbys Girl - The Complete Seville Recordings""""",ARRBINW1187B98AE6D,Marcie Blane,139.83302,0,0,102.881,7,0.566,After The Laughter,0,0,
5509,SOHUDTL12AAFF43497,530863,Morgion,ARG37DA1187B9A47FF,Morgion,341.68118,10,0.803,112.063,3,0.167,Basking Under a Blacksun Dawning,1997,0.499861286,I feel a blacksun Cast upon my withered brow The dancing of embers Peace of eternal flight  The deepest of blue In crimson night Shadows my russet skin ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5510,SOABPYH12A8C13CC48,254896,Crush The Dream,ARZ78EG1187FB4638E,Malefaction,34.61179,8,0.285,84.303,1,0,Beothuck,0,0,
5511,SOYGIBP12A67020AF7,15589,Legally Blonde,ARTDQRC1187FB4EFD4,Black Eyed Peas / Terry Dexter,275.04281,7,0.094,103.652,4,0.996,Magic,2000,0.508602172,
5512,SOKJCDI12A81C22EB0,465292,Concept Of Life,ARVUN5F1187FB4CCC7,Beenie Man,230.24281,5,0.446,159.248,4,0.339,Imagination,2006,0.327736683,
5513,SOQFNLE12A6701F952,10630,Bright Like Neon Love,ARWD3OC1187FB3A666,Cut Copy,312.08444,11,0.541,119.562,4,0.316,Future,2004,0.859349894,"Gold is the sun as she wonders where he's gone. Far away, will they meet again one day?  Gold is the sun as she wonders where he's gone. Far away, will they meet again one day?  Future. Future. Future.  Gold is the sun ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5514,SOVWTMN12A6D4F8ACF,20683,Church League Softball Fistfight,ARDNS031187B9924F0,Tim Wilson,164.96281,7,0.666,137.828,4,0.571,Naked Enough,0,0,
5515,SONCEJF12AB018581C,807759,Lullaby Versions of Bob Marley,ARDXGVT124207832C0,Twinkle Twinkle Little Rock Star,235.38893,11,0,85.508,3,1,Jamming,0,0,
5516,SOVKFKF12A8C14348A,667269,Carnal Repercussions,AR2O84Q1187FB5BF74,Salt The Wound,96.65261,11,0.055,120.502,3,1,The Beginning,2008,0.63529146,
5517,SOWDZZQ12A670215BD,7133,The Best Of Both Worlds,ARNLO5S1187B9B80CC,Van Halen,248.18893,9,0.373,117.954,4,0,"bCant Stop Lovin You (Remastered Album Version)""""",0,0.684482573,"Hah!  There's a time and place for everything, for everyone We can push with all our might, but nothin's gonna come Oh no, nothin's gonna change And if I asked you not to try Oh, could you let be?  I wanna hold you and say We can't throw this all away Tell me you won't go, you won't go You have to hear me say  I can't stop lovin' you And no matter what I say or do You know my heart is true, ohh I can't stop loving you ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5518,SOEQXWO12AB017D68,129857,The Squid And The Whale,ARLZLMN1187B9AD1C,The Cars,234.50077,6,0.406,111.319,1,0.985,Drive,1984,0.833006243,"Who's gonna tell you when It's too late? Who's gonna tell you things Aren't so great?  You can't go on, thinkin' Nothing's wrong, buh bye Who's gonna drive you home Tonight?  Who's gonna pick you up When you fall? Who's gonna hang it up ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5519,SOCICGI12AB018AB36,799238,The Grind Date,AR1Q25M1187B9B0D73,De La Soul / MF Doom,185.23383,10,0.534,86.813,4,0,Rock Co.Kane Flow,2004,0.598947039,"[Posdonus] Up in them five-star tellies and two mic rhymes be them average MC's of the times Unlike them, we craft gems So systematically inclined to pen lines without sayin a producer's name, all over the track Yeah I said it! What you need to do is get back to reading credits, we them medics alphabetically stuck on that english And knock it out before we pour that sure shot more rock co.kane flow  [MF Doom] From the top of the key, the 3 Villain Been on in the game as long as you can wheelie your Schwinn Turn the corner spinnin, bust that ass and get up Dust off the mask, whoever laugh give him a head up He got jumped, it pumped his adrenaline He said it made him tougher than a bump of raw medicine To write all night long, the hourglass is still slow Flow from Hellborn to Free Power like Wilco And still owe bills, pay dues forever Slay huge when it comes to who's more cleverer Use to wore a leather goose ski with a fur collar Hand charged a fee for loose leaf words for dollar Ya heard? Holla - broad or dude, we leave food ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5520,SOKLUBB12AB0182FDA,815189,Mr. Wizard,AR7TTS41187B9B42D3,R.L. Burnside,257.35791,11,0,95.56,4,0,Over The Hill,1997,0.386477291,
5521,SORBDNB12AAF3B1B4E,323348,Still Making History,ARW2DG51187B9A170F,Ana Popovic,322.66404,7,0.399,156.948,3,1,U Complete Me (Blues Version - Bonus Track),2007,0.407901717,"Hard to believe There was a time Time when you did not belong to me Hard to recall My days without Without you being the center of my world  Baby it's true Oh so true No one ever loved me the way you do And youÂ've got so Much love to give I feel complete, oh so real ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5522,SOTQWRG12AB0188A9E,667653,Tip Toe Throught The Tulips,ARPBNLO1187FB3D52F,Tiny Tim,126.69342,2,0.527,117.236,3,0.573,Baby Face,0,0,
5523,SOJAXBV12AB018263D,457741,A Million Words A Million Dollars,ARHUEFT1187B989694,Lunasicc,304.37832,1,0.525,105.207,5,1,"bCheddar Chasin""""",0,0,
5524,SOQDEXL12A6D4F7004,20903,"bWhat The Games Been Missing!""""",ARZXTEY1187B9997A7,Juelz Santana / Bezel,254.51057,10,0.347,104.99,3,0.792,Violence,2005,0.47643522,
5525,SOWZBDU12A8AE48A29,184947,I Nuovi Angeli Cantaitalia,AR1XVTM1187B996D57,I Nuovi Angeli,231.07873,4,0.771,85.375,4,0.352,Carovana,0,0.426709475,mi fermavo con la carovana e poi lei ballava intorno al fuoco e la notte era il nostro gioco azzurre ali sopra di noi e per me era il bosco lei era il vento caldo dell'est l'acqua lei la farfalla lei la stagione pazza dell'amore ma… non balla piu' i sogni miei non canta piu' ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5526,SOOVGLE12AB0189FE6,729249,"bRock n Roll Heaven - The Ultimate Collection - 125 Original Recordings""""",ARIFOQ6119B866970E,The Fontane Sisters,127.68608,6,0.386,85.261,4,0.763,Seventeen (Digitally Remastered),0,0,"Seventeen, seventeen She's a solid seventeen Young enough to dance and sing Old enough to get that swing Past sixteen just been kissed Graduated and got that twist The kind of love you can't resist At seventeen  Now sloppy shirt, old blue jeans Dirty shoes by all means Patch of blonde, peroxide hair ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5527,SOAIJKC12A8C131D6F,282456,Hot Stuff: The Greatest Hits,ARBFDJW1187B9AD27A,The Fabulous Thunderbirds,229.8771,10,0.17,125.676,1,0.013,Why Get Up,1986,0.509640966,"Why get up, why get up How can I get up, why should I get up This whole world's gone crazy Think I've seen enough I'm gonna sleep forever why get up  Phone keeps ringing right off the hook Some bill collector, I know what cooks Think I'll stay in bed, dream all day World outside bugs me anyway When I get things going, the going gets rough ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5528,SOJQLZR12AB018909F,661435,"bDoin My Thing""""",ARNNM56119B86686EA,Luke Bryan,192.44363,7,0.577,147.904,4,0.374,What Country Is,2009,0.682344754,"There's a house fly swimmin' in my sweet tea Hey darlin', pass another Kerr jar to me Butter drippin' off a biscuit, baby better take a bite Cantaloupe thumps like it's finally ripe  Box fan on a lawn chair suckin' in swamp air Two hundred mile marker signs from nowhere That's what country is  It ain't a rebel flag you bought at the mall It's a hide away bed in an old horse stall Two kids gettin' caught stealin' a Boone's farm kiss  It ain't a John Deere cap that's never fell in the cotton It's a Jimmy Rodgers song that was long forgotten ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5529,SOQQHZK12A8C144617,476351,Remember When - The very Best of Saga,AR4W2E01187FB416AC,Saga,294.73914,1,0.538,101.303,4,1,Believe,0,0.265861049,"Talk to me Tell me how it feels to be misunderstood Talk to me Explain to me what life is like inside your world  But don’t worry, there’s no hurry My impatience knows no fury So don’t worry, there’s no hurry Take your time, tell me if you’re ready  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5530,SOWFICG12AB0181787,539324,Lafayette Marquis_ The,AR8LD3R1187FB4D08F,C.C. Adcock,168.33261,7,0.002,116.009,4,0.586,Loaded Gun,2004,0.492394196,
5531,SOQDFVR12A8C13A3EF,297093,Gone Again,ARXPDRB1187B9AD0B1,Patti Smith,293.53751,2,0.157,146.454,3,0.96,Wing,1996,0.736736986,I was a wing in heaven blue soared over the ocean soared over Spain and I was free needed nobody it was beautiful it was beautiful  I was a pawn didn't have a move didn't have nowhere that I could go but I was free I needed nobody it was beautiful ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5532,SOHKJEN12A81C23935,232781,Barbara Lusch,ARLMRES11F4C83E1E1,Barbara Lusch,214.30812,9,0.798,171.463,4,0.815,Come On-a My House,0,0,
5533,SOMARVB12A6D4FAE82,227650,Rise,AR1DGSO1187FB59B15,Eddie Turner,254.9024,0,0.671,93.99,4,0.499,Secret,2005,0,
5534,SOXGTSO12A6D4F8FC4,265858,30 Del Recuerdo,AR8EDG51187FB41A08,Gary Hobbs,228.49261,9,0.565,104.12,3,0.68,So\xc3\xb1ando En Ti,0,0.30977464,
5535,SOVAPNH12A8AE46E05,234939,Righteous Rock: Classic Christian Hair Bands,ARCCRTI11F4C845308,White Heart,222.06649,7,0.165,99.374,4,0.214,Nothing But The Best,0,0.503381236,"Go find a mirror, locate your ears You're about to hear the free world's biggest lie Jesus came and died, so get a little pride It's cultural suicide to make your faith a battle cry  Well mediocrity - is to miss eternity You see He rose for me...  Don't take nothing less, Don't you second guess ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5536,SOYETRS12AB018A8F2,797645,Beautiful,ARCCK7B1187B994F9D,Paul Glazby,541.51791,9,0.072,149.864,4,0.059,Beautiful,2001,0,
5537,SOYVWTC12A8C135865,284620,The Very Best Of Major Lance,ARCBYJW1187FB51FD8,Major Lance,141.42649,6,0.781,119.712,1,0.123,Come See,1963,0.460484845,"Hey, mama, won`t you come and see What the music has done to me I just started not so very long It seems to come out all in song Come now, now or later Sing the Mashed Potato My feet going beserk As I do the New York Jerk ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5538,SOWLAHO12A6701E3D1,7801,Beneath...Between...Beyond...,ARHRY5S1187B99B96F,Static-X,268.06812,1,0.639,129.97,1,0,Love Dump (Demo Version),0,0.71014366,I can't believe I'm letting you do this to me I can't believe I'm letting you do this to me  Hand me a line Really hand me a line Really hand me a line Hand me a line Really hand it to me  I've always loved you Love dumpling Your shit's like chocolate cake and ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5539,SOZZWBA12A8C13F403,609492,Ultimate Mardi Gras,ARYLG3I119B8668696,"bRockin Dopsie_ Jr.""""",205.71383,7,0.692,104.448,4,0.759,Down at the Mardi Gras,0,0.313562114,
5540,SOADZHL12A8C13CE75,252213,Return Of The DJ 5.5 Optimized,ARFJXTS11F4C83E24E,Defect & Quixotic,267.75465,9,0,102.008,4,0.506,WristStraining Order,2008,0.435954145,
5541,SONURCP12A58A784D6,71408,The Complete Mercury Masters,AR25LGJ1187B9B2492,Sir Douglas Quintet,193.59302,4,0.818,85.2,4,0,"bShes About A Mover""""",0,0,"""She's About a Mover"" by Sir Douglas Quintet Well, she was a-walkin down the street, lookin fine as she could be. Hey, hey! Well, she was a-walkin down the street, lookin fine as she could be. Hey, hey! Well, you have love and conversation, Whoa, yeah, what I say! Hey, hey! Shes about a mover. Shes about a mover. Shes about a mover. ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5542,SOMAFMA12AB0182DB4,451472,Money Run,AREB22L1187B9A4BCE,Bad Azz,255.84281,1,0.278,121.871,4,0.915,Ghetto,2003,0.591754161,
5543,SOPWTLC12AB0184E34,626791,By a Thread,ARPUEAL1187FB57814,"bGovt Mule""""",378.95791,5,0.138,196.141,4,0.617,Broke Down On The Brazos (Album),2009,0.776573883,"Surrounded by strangers All my friends are gone I ain’t had the blues yet today but I can feel them coming on Everywhere I go trouble’s all I find No matter what I do I feel like I’m losing my mind  Broke down on the Brazos, Broke down on the Brazos, Broke down on the Brazos ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5544,SOKXISM12A8C14335E,310929,Happiness Is,ARXZIHJ1187B9A4ED9,Ray Conniff,126.58893,2,0.504,82.752,4,0.393,Popsy,0,0,
5545,SOZWTCR12A58A7BA31,249472,Truck Driver,ARD7TVE1187B99BFB1,Casual,188.05506,2,0.475,92.571,4,0.725,Classic Material,0,0,
5546,SOIMZSM12AB0188CB8,355995,Darkest Light,ARZAHDN1187B9B4BED,Ice,285.77914,5,0.592,111.046,4,0.739,Time Will Tell,0,0.503576224,
5547,SOZCDMD12AAF3B2185,481841,Primitive Passions,ARD6L7O1187B995ADA,Dave Valentin,262.55628,0,0.674,125.294,4,0,San Juan,0,0,
5548,SOFBLKT12AB018A5E3,581881,Quiet Time,ARUGX5X1187FB468C4,Dino,206.96771,8,0.495,134.279,7,0.813,Wonderful Peace,0,0.275830565,
5549,SOFXOIF12AB0182415,544622,Camp Holiday,AR4TLW81187B99683D,Martin Sexton,144.19546,3,0.775,90.099,3,0.868,White Christmas,2005,0.239629098,
5550,SOPRQKQ12A6D4F82CE,31324,Band-Girls-Money,ARSNTX51187B989CA2,Tsar,220.42077,9,0.607,150.23,4,0.347,Conqueror Worm,2005,0.358976526,"Go glam the Conqueror Worm Defender of the American way A friend to the weak, the smug, the huddled thugs...  A waste of money, it's sad but true but in the morning it'll feel all right chart a course with magnetic strips for our broken hearts  Weare screaming towing the line and disposible by desgign.  So get lovely lovely lovely my girl I don't wanna be the one to tell you  the luckiest luckiest luckiest world is the on between your eyes imagine-magine if we we were thin ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5551,SOZWBQS12A8C13701C,292189,Titus - Original Motion Picture Soundtrack,ARZVEF91187B9AC770,Elliot Goldenthal,91.74159,0,0,177.465,4,0.875,Arrows Of The Gods,2000,0.355285536,
5552,SOJIIDB12AB017BC10,487396,Back To The Delta,ARP5MSK1187B99A54C,Jimmy Burns,211.74812,0,0.605,138.755,3,0.97,"bGroovin With Jimmy""""",0,0,
5553,SOHLATT12AC3DF4D4,594703,The Real Feel,ARQXAGC12472CE2BBD,Spiral Stairs,65.51465,3,0.071,100.088,5,0.695,Ladies And Gentlemen,2009,0.265861049,
5554,SOZTOSX12AC468AD34,793116,Mate Tron,ARIMJFK1187FB4ED3E,Luke Vibert,420.15302,0,0.572,125.008,4,0.989,Mate Tron,2007,0.400039657,
5555,SOVOBYK12A67ADD753,17220,The Road To Hell Part 2,AR3793X1187FB50CB3,Rea_ Chris,366.28853,9,0.572,131.948,4,0.04,E,1999,0.467574948,"E is for the comfort, You give to me E is for the peace, I feel inside E is for the good times That go against the bad times E is for the world you gave us And left us here behind  They say Tell me what's so wrong with E That's what I hear them say Tell me what's so wrong with E That's what I hear them say ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5556,SOPAKUZ12A8C13F02,804889,La vie va si vite (Live),ARZLCTV1241B9C4D46,Claire Elzi\xc3\xa8re,152.97261,5,0.798,90.073,4,0.437,Au mariage des Levon-Lecu (Live),0,0,
5557,SOTENDL12A8C134BD1,291814,Live From Another Level,ARAUQAL1187FB5B374,ISRAEL & NEW BREED,151.40526,4,0.762,93.773,3,0.763,Spoken Words by Bishop Joseph Garlington,0,0.259590392,
5558,SOYQZID12A8AE48BDA,136011,Sprung,ARDC3571187B9988E1,Nu Flavor,242.38975,11,0.051,96.057,4,0.873,Sprung (Cibola Mix W/ Rap),0,0.334706549,"You used to be this little girl around the way But you've grown up andnow you got me feeling things Your body's talkin', and that's now lie And I've been waiting for the subject to arise  No use in tryin' to keep a secret from you Girl I can't hide it, you know I can't fight it So if you feel a little poke comin' through Tell me what can I do?...I'm crushin' on you  [CHORUS]: Tell me baby how can I get down with you? Your body's talking to me My body's talkin to you ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5559,SOJRUHL12A813557F6,129267,The Warriors EP_ Vol. 2,AR65OLD1187FB5C103,P.O.D.,188.94322,1,0.554,125.528,5,0.617,Ya Mama (Palm Springs Demo),0,0.513517029,
5560,SOKYUHC12A58A79AD3,360290,Fame_ Fortune_ And Fornication,ARZJ4MI1187B9AF5AF,Reel Big Fish,205.87057,2,0,91.463,4,0.218,Veronica Sawyer (Album),0,0.567184226,"Looking out my window Nothing to do but to drive in circles Well, I don't want to have to go home tonight  Up and down the boulevard How did I survive in suburbia When there's nothing to do And they take away what I love to do the most, yeah  Friday night, you're not gonna get it Saturday, you try to give me one more Sunday morning, just waiting for the afternoon so I can be a kid again  I head back to my backyard I know life's rough but sometimes it's really hard To do what I love to do the most, yeah  Now I'm stuck, I'm back in the loop again I'm not gonna lose and I know I'm never gonna win Sometimes life is just that way We all say ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5561,SOSFYFN12AB017AB81,385499,Ekaveli,ARI6CSW1187B9AF09A,Eko Fresh,234.60526,1,0.474,167.59,4,0.353,Et k\xc3\xbctt wie et k\xc3\xbctt,2007,0.413739836,
5562,SOKZFPW12A67FFB3C6,70128,The Ruby Suns,AR6Z6BW1187B9ACD69,The Ruby Suns,70.89587,0,0.272,42.525,4,0,Function Of The Sun,2005,0.509640966,
5563,SOCOLNA12A8C131D81,282042,The Art Of Rebellion,ARNDB1X1187B990AA0,Suicidal Tendencies,269.81832,9,0.627,164.925,4,0,"bIts Going Down""""",1992,0.520370304,
5564,SOQHAQM12A58A7A25,338275,I Want Your Soul For Christmas,AR2OPWW1187B9A5057,Schoolyard Heroes,277.96853,2,0.742,131.83,4,0,I Want Your Soul For Christmas,0,0,"Nobody wants me for Christmas, I want everyone. Nobody wants me for Christmas, Now the day has come.  Cross my heart, I'll wait so patiently to watch you in your suffering. You're soul's the only gift I'm taking, evil tidings we shall bring.  Sleigh bells ringing, Choir singing. You'll be screaming, We're clawing at your door.  Oh~, I want your soul for Christmas. Oh~, I want your soul for Christmas. ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5565,SOIAZPH12A8C135BA6,93215,Anybody Home?,AR15YLD1187FB3D4DD,John Tchicai,89.88689,4,0.278,149.005,1,0,Faroe Cave Song,0,0,
5566,SONBIEL12AB018234,345919,Two In One - That Latin Feeling/Tropical Sunrise,ARQQP3Z1187FB5707,Bert Kaempfert,154.06975,0,0.431,122.155,4,0.527,Cha Cha Brasilia,0,0,
5567,SOXSNIW12AB018681A,679623,Big Night Music,AR37ILI1187B98E27,Shriekback,297.92608,5,1,157.956,5,0.767,Running On The Rocks,1986,0.334706549,"Searching the wide oceans with hooks and spears We shake the tall trees till the leaves drop round our ears Swimming the cold water where the sun will never shine Making preparations for the whip-crack time Hauling the Kraken up with blocks and chains - We're sailing into the eyes of hurricanes You know that no-one here gets out alive Only one thing makes it when the Devil drives:  WE'RE GONNA STEEL UP THE FLESH TO THE FIRE YOU GONNA FIND OUT WHAT THE RULES ARE THEN WELL SISTER, SISTER, WON'T YOU PRAY FOR ME - WE'RE GOING RUNNING ON THE ROCKS AGAIN...  Flaming amazement - madder than the gale Wreathed in shadows; crackling in the sails This is our mission now as then - We can do no other here we stand: Amen The winds are crying - remember me ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5568,SOTLRMZ12A58A7DED5,65479,RA,ARHBWOZ1187FB3FD53,Utopia,208.14322,0,0.111,98.528,4,0.35,Magic Dragon Theatre,0,0.367273416,"Look at all the advertising some kind of show Come if you're going, patronize the magic dragon Walk through the door, kiss off your boredom  Tuning up the orchestra Bringing down the ceiling lights All at once the curtain goes up Now, it begins, strike up the band Bring on the dancing girls and the freak parade  Look to your right where a gentleman sat There sits a monkey in a tall silk hat The lady on the left is now a pumpkin pie That's when you notice that your chair is flying High in the sky out over the sea But don't wonder why, where else could you be, but  Where anything can happen ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5569,SOCVOFW12A6D227200,135400,"bDane Cooks Tourgasm Soundtrack""""",ARDF8K01187FB37200,Wolfmother,260.91057,2,0.582,141.769,4,0.023,Dimension,2004,0.776126776,"I fell down in the desert baby, yeah I had nothing but a piece of paper, oh yeah I had to write something down And I found myself alone Then I let go of everything Into another dimension.  Purple haze is in the sky, See the angels wicked eye All these things we must try ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5570,SOREJVE12A58A7AD36,560992,We Are To Answer,ARIGY9P1187B9B6428,Ancient Astronauts,330.57914,9,0.645,136.044,4,0.583,Crescent Moon,2009,0.572920148,
5571,SOYGZXS12A8C13D614,219548,Radiance,AR2CM6U1187B999EB7,Basic Channel,811.2322,11,0.041,71.416,5,0.948,Radiance I,1994,0.467365631,
5572,SOSEPUJ12A8AE44C5F,135559,4 Rosas Y Que Dios Reparta Suerte,ARQGNEN1187FB4494C,Gabinete Caligari,183.87546,4,0.393,74.884,1,0,Caray!,0,0.299877488,"caray! ya no hay, estilo ni personalidad pues muy bien os dire! ser distinguido es una gran cualidad y yo la cumplo sin dificultad mi alto linaje me deja mirar por encima del hombro de los demas de los demas caray! cada vez, las personas se visten peor ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5573,SOSAFCZ12AAFF41CD4,384801,Hold On,AR7MNIX1187B9A2A68,Tyrone Wells,252.65587,1,0.561,151.699,4,0.831,"bBaby Dont You Change""""",2005,0.722844728,"First time I saw you standing on the corner Thought maybe I'd died and went to Heaven But I got to thinking and baby, I knew better 'Cause I know that angels don't, angels don't wear high-healed shoes I don't need an angel That don't fly around the blue I'd be more than grateful With a woman that was just like you  Sweet baby don't you change baby don't you change Baby don't you change, baby don't you change a thing No baby don't you change a thing You don't need no angel wings ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5574,SOHMWJD12A6D4FAB76,59744,"bWillie Bobos Finest Hour""""",AROUOZZ1187B9ABE51,Willie Bobo,197.40689,0,0.676,80.391,3,0.874,Dichoso,0,0.277188433,
5575,SOKCUMS12AB018D4A0,585414,Mamborama,AR02IU11187FB513F2,Tito Puente,180.00934,7,0.057,146.24,1,0,Mambo Tipico,1993,0.215080319,
5576,SORKKTY12A8C132F3E,284195,Freak Show,ARIH5GU1187FB4C958,Silverchair,213.13261,7,0,91.922,4,0.357,The Door,1997,0.738814996,"Could've been like before Could've had to lock the door  Make your mind Let the door, let the door swing Only one Only one to let the door  Wanted to pretend he's dead Didn't have to pretend  Make your mind ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5577,SOQLWQU12A8C13C87E,297944,Lifehouse,ARUTEVU1187B9ACAF9,Lifehouse,215.82322,1,0.375,164.002,4,0,Better Luck Next Time,2005,0.661576692,Sometimes we fall Ain't nothing new to me Don't get me wrong I must say you gave up for this time now  Stop tell me where you going Maybe the one you love isn't there You're going under But you're over it all so you don't care about all that I had to see I'd watch you wait until you come around Around  Don't close your eyes You need to see it all ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5578,SOPHJIS12AC3DF5FA3,786584,Solo,ARLUF1T1187FB3603,Ricardo Arjona,219.68934,0,0.724,93.376,3,0.448,La mujer que no sone (Album),0,0.645159447,"La mujer que no soñe La de lentes, la pasada de moda La aburrida, la intelectual La que prefiere una biblioteca a una discoteca  Es la que me conquisto La que todos tachan de fea Y en el metro no le ceden lugar La que es mas que una presea para enseñar Jamás sera modelo de televisión  Porqué aún no hacen anuncios para el corazón me gusta porque es auténtica y vive sin receta de esas que tratan de vestir al amor de etiqueta Eh venido a parar con la mujer  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5579,SOZSSCO12AF72A554D,263504,Holographic Universe,ARBD4QW1187FB42153,Scar Symmetry,237.84444,1,0.651,110.107,4,0.853,The Three-Dimensional Shadow,2008,0.71010151,"Behold this world that gave birth to you Its secret nature out of sight Imprisoned by what we think we know In life-long dreams we hold for real  Known a drop, unknown an ocean feeling astray We, mankind, strangers in our own world Riding the waves we are  Now it's time to turn the page, we've waited for so long Waiting for the dawn to come when we control the sun ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5580,SOWENLZ12AB017F81F,387596,Tarzana Kid,ARY4M3J1187B9AC94C,John Sebastian,189.51791,0,0.644,103.666,3,1,"bSportin Life""""",0,0,I´m gettin´ tired of runnin´ round Believe I´ll get married and settle down Cause this old night life This mean old sportin´ life You know it´s killing me  I got a letter from my home Most of my good friends They are dead and gone You know it makes me worry ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5581,SOHPTTD12A6D4F6FE6,55888,Izzy Stradlin And The Ju Ju Hounds,ARZ39UI1187B989289,Izzy Stradlin And The Ju Ju Hounds,267.65016,7,0.781,150.404,4,0,Train Tracks,1992,0.537503904,Drunk and . . . Took a hit down by the train track I hear the whistle's song As . . . We made a big dash Really packed a killer  A change of time Packed up and left Goodbye the train track You're lucky if I do We'll go west And get some big cash We're lookin' back to see the way  Just keep a movin' ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
5582,SOHOZCG12A8C13EB23,345367,Hey Trouble,ARDPFGP1187B98A58A,Concretes,204.85179,2,0.579,89.676,4,1,Souvenirs,2007,0.48306456,
5583,SOSHFFL12A8C13438E,256249,Imitations Of Life,ARY0W1O1187FB5B8C0,H-Town,249.91302,6,0.526,167.988,4,0.348,"bShes Actin Bad""""",0,0.264771972,
5584,SOZFJLR12A6D4FB512,47326,Orange Colored Sky,ARQQP3Z1187FB5707,Bert Kaempfert,184.31955,5,0.411,118.971,4,0.266,"bDont Go""""",1996,0,
5585,SOUQYAU12AB0181058,445244,Reggae Hits Vol. 35,ARA7LD41187FB4DC0C,Don Campbell,223.29424,1,0.035,157.897,4,0.284,Unchain Us,0,0.417313803,
5586,SOANXGF12A8C143736,314137,Otra historia de amor,ARNNHLN1187FB42912,Yahir,285.28281,9,0.308,127.469,4,0.703,Pasa el tiempo,0,0.236212639,"En esas viejas fotos mirando algo de mi yo veo su cuna compañera de sueños y anciedades en otra esta en la escuela el espera, mama estara ahi por el por siempre  Lo entiendo por sus ojos asi de grandes ya que se imagina su futuro pintado de azul de sueños que conquistara el solo  Aunque corta su edad intacta es su verdad el sabe que  Pasa el tiempo lo que quiereas tu sera pasa le tiempo por que antes o despues las respuestas de la vida llegaran ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
5587,SOKLPTD12AC4688044,699416,Let The Wind Blow High,ARC5Q0L1187B98D463,Enter the Haggis,381.54404,7,0.816,134.819,4,0.48,"bWidows Walk""""",1999,0.448590499,
5588,SOUDAHM12A58A7B19A,534612,What Does It All Mean? - 1983-2006 Retrospective,ARQ30G91187B9B8C12,Steinski,169.97832,10,0.533,185.325,4,0.59,Hot Spot (Terrible Love Mix),2003,0.433005077,
